order_number,orderDate,Item Name,Quantity,ProductPrice,Totalproducts
75982,2019-08-07 07:06:35,Vitta Foods,8,88.51,18
78370,2021-07-21 21:23:56,Magnum,6,46.65,15
50712,2017-11-11 04:16:12,Olymel,5,59.35,15
64871,2018-11-19 08:00:42,Pizza Hut,7,40.81,26
20050,2018-08-31 19:43:52,Olymel,7,99.25,19
5827,2019-08-09 17:32:37,Domino,4,7.89,12
46841,2017-07-19 12:00:58,Secret Recipe,6,92.67,17
8898,2017-03-06 14:45:18,Kits,5,48.38,1
49997,2018-12-03 07:40:27,Kinder,7,82.36,8
97360,2020-01-24 11:23:25,KFC,9,84.73,17
61158,2020-06-13 07:39:35,Knorr,9,2.22,17
97424,2021-06-14 15:51:54,Vitta Foods,9,84.53,27
58747,2020-06-24 12:23:36,Wonder Bread,7,24.33,11
13497,2019-09-19 16:46:24,Bewley's,2,67.07,18
6656,2020-02-21 13:47:18,Kits,1,62.46,13
1329,2016-06-21 06:46:00,Knorr,2,92.05,6
15169,2020-06-02 15:49:26,Lavazza,2,87.45,6
80017,2017-07-20 17:55:52,Starbucks,2,76.08,16
37565,2016-07-13 17:51:22,Kinder,3,94.76,16
54752,2017-06-07 14:51:27,Secret Recipe,1,75.34,27
86420,2016-11-16 03:17:39,Bewley's,3,37.88,4
68362,2018-08-16 19:29:49,Kits,9,80.45,12
2258,2017-06-12 02:52:37,Taco Bell,6,88.45,17
85853,2018-07-05 09:07:41,Nabisco,9,47.20,18
73175,2021-09-27 01:37:52,Nesquik,4,13.03,12
32563,2017-05-01 06:55:55,Sun-Pat,1,28.64,4
9797,2018-07-19 20:17:16,Bel Group,1,71.78,18
12940,2019-02-06 13:48:39,Kinder,2,45.99,16
16151,2019-03-02 19:02:15,Sun-Pat,2,47.17,3
18103,2019-12-06 18:05:32,Secret Recipe,1,75.36,18
7256,2020-02-01 07:25:17,Heinz,6,48.26,26
43105,2019-06-29 06:06:56,Taco Bell,6,85.03,19
12805,2019-05-25 12:42:26,Domino,7,50.25,11
97065,2018-08-19 02:21:28,Domino,2,43.74,14
99849,2019-12-07 04:16:38,LEonidas,4,71.14,1
71598,2017-04-23 16:42:30,McDonald's,2,61.97,24
9583,2016-11-04 04:52:55,Applebee's,5,89.62,14
34742,2016-12-20 02:33:38,Domino,4,27.05,25
6607,2021-11-28 07:15:39,Bewley's,7,37.85,28
31057,2019-07-25 10:53:22,Tic Tac,5,31.33,19
9122,2018-12-26 01:38:38,Taco Bell,2,16.07,2
11511,2021-04-28 12:07:46,Carib Brewery,8,95.22,6
25439,2016-10-16 00:37:11,Bewley's,7,19.16,23
99968,2016-07-06 21:22:45,Taco Bell,9,69.59,4
62788,2019-06-12 06:47:52,Wonder Bread,1,32.12,9
6835,2018-12-26 01:08:25,KFC,5,44.45,26
82485,2021-07-25 22:17:03,Wendy's,9,18.33,7
17398,2016-08-11 08:06:33,Andy Capp's fries,8,25.75,23
69245,2018-06-04 01:51:43,McDonald's,1,77.94,24
9243,2018-11-13 05:40:17,Doritos,6,99.73,25
42891,2021-03-08 22:53:07,Vitta Foods,2,94.58,22
11004,2017-05-17 15:39:13,Wonder Bread,8,12.55,16
99731,2017-04-02 05:30:08,Andy Capp's fries,8,67.82,25
6848,2021-01-12 11:52:21,Magnum,4,16.73,22
34453,2016-06-12 04:11:43,Knorr,8,56.44,25
79665,2018-12-18 10:10:51,Red Lobster,6,46.74,13
9283,2018-11-20 02:41:41,Bel Group,7,78.30,12
97593,2020-05-09 08:46:13,Nutella,1,5.77,9
87518,2017-11-15 05:56:05,Taco Bell,4,32.02,5
16431,2021-10-16 09:16:40,Knorr,9,48.47,14
12042,2016-02-21 05:01:53,Kits,2,65.94,27
18749,2019-09-10 15:26:34,Betty Crocker,3,18.61,5
83546,2018-07-02 17:09:15,Applebee's,4,9.09,11
96540,2019-04-28 12:18:10,Knorr,1,20.04,1
42810,2020-07-16 08:04:57,Papadopoulos,3,94.69,26
58572,2020-08-25 19:19:38,Doritos,3,9.76,26
72379,2016-04-26 12:33:57,Sun-Pat,1,38.26,21
69530,2016-06-13 02:35:42,Kits,1,67.18,21
69372,2018-04-30 08:10:46,Olymel,7,23.65,14
58412,2021-11-16 09:08:18,Pizza Hut,2,79.10,10
46344,2021-07-18 15:57:13,McDonald's,6,26.60,17
63254,2019-07-22 20:01:12,Cobblestone,7,39.77,23
90305,2021-01-26 16:45:08,Doritos,6,98.28,10
85118,2017-08-10 12:49:16,Bewley's,7,41.93,9
51962,2018-10-05 13:04:51,Applebee's,1,40.92,28
69499,2020-12-13 00:17:26,M&M Food Market,3,90.81,15
85705,2020-01-16 22:14:43,Lavazza,1,7.75,13
61074,2017-08-12 10:29:16,Burger King,3,63.89,5
60087,2017-07-07 01:18:39,Wendy's,3,27.37,19
52721,2020-11-07 13:24:25,Knorr,5,36.34,15
94201,2016-04-04 14:27:21,Burger King,4,52.01,1
35560,2019-07-27 22:38:55,M&M Food Market,6,65.58,21
10038,2020-08-07 15:05:55,Heinz,7,4.05,13
92624,2021-04-20 06:23:13,Taco Bell,6,59.93,7
61671,2020-06-09 05:21:19,Nutella,8,92.46,24
20934,2021-02-13 17:37:24,Dr. Oetker,4,55.52,17
72876,2018-03-11 10:33:05,Domino,3,60.41,11
97694,2016-03-30 16:20:06,Cobblestone,5,32.75,1
96115,2020-07-11 12:13:14,Kits,2,64.96,2
19455,2016-06-10 01:21:30,Nabisco,3,68.26,25
59497,2017-04-28 11:05:50,Dr. Oetker,2,43.52,3
63019,2016-04-26 18:29:36,Vitta Foods,8,24.30,1
32968,2020-01-21 14:20:11,Starbucks,9,35.81,25
5637,2021-01-30 00:52:25,Bewley's,3,47.36,3
89735,2020-02-28 02:52:25,Baskin robbins,3,56.72,16
43357,2016-05-09 08:14:32,Nutella,6,16.88,27
18929,2020-10-30 13:39:01,Betty Crocker,1,89.06,25
70309,2018-01-21 19:12:08,Sun-Pat,6,73.91,2
61695,2018-06-26 14:15:25,Applebee's,5,80.33,15
14927,2016-08-27 13:24:53,Carib Brewery,1,45.85,19
12886,2018-04-27 11:49:50,Carib Brewery,2,16.09,27
33804,2021-02-04 05:48:20,Betty Crocker,2,35.22,2
28116,2017-03-31 12:32:44,M&M Food Market,7,47.29,2
52508,2016-10-03 20:14:55,Nabisco,9,77.39,10
79808,2018-01-10 16:24:11,Subway,8,74.06,5
87863,2020-06-21 04:48:23,Nutella,8,93.09,8
31254,2020-04-29 19:02:24,Red Lobster,9,99.88,4
82691,2018-07-18 21:51:14,KFC,5,16.35,14
71428,2016-03-08 09:09:10,Betty Crocker,9,7.83,1
39102,2016-01-03 15:07:02,Kits,5,64.99,28
29698,2021-03-29 19:55:19,Domino,8,34.56,14
40289,2020-01-31 13:37:32,Subway,4,69.86,19
29586,2021-07-04 03:50:43,Magnum,7,81.82,6
43955,2021-02-02 03:21:10,Magnum,2,46.82,21
94818,2019-06-06 11:22:37,Doritos,4,6.56,22
72915,2020-10-03 18:20:41,Lavazza,7,2.20,15
69469,2016-01-18 11:22:02,Papadopoulos,5,22.44,21
10978,2021-04-04 19:07:41,Soprole,4,77.20,2
40792,2020-03-09 05:03:27,Sun-Pat,1,79.65,23
9551,2016-12-28 05:19:02,KFC,1,12.33,3
15676,2017-03-25 13:49:39,Knorr,9,65.65,28
91934,2021-09-15 18:09:05,Applebee's,7,46.91,12
46431,2020-06-23 12:37:38,KFC,6,55.08,22
63801,2017-12-12 09:06:52,Olymel,1,40.37,18
69395,2018-07-14 03:39:53,Nesquik,4,9.21,2
17418,2019-09-10 04:55:37,Wonder Bread,6,96.18,21
19898,2018-05-07 12:53:21,M&M Food Market,5,68.26,26
87508,2018-03-27 01:17:42,Kinder,6,88.72,15
56090,2019-05-12 07:02:34,Wendy's,2,50.46,15
54029,2016-10-31 04:37:25,Secret Recipe,8,24.30,9
59325,2020-02-15 18:18:10,Heinz,6,88.21,18
76749,2020-08-10 05:39:10,Sun-Pat,1,52.30,10
45381,2016-03-14 04:45:21,Bewley's,2,43.86,12
16450,2018-04-29 13:24:55,Tic Tac,7,99.84,23
45921,2017-07-02 06:50:43,Betty Crocker,9,54.45,23
22186,2018-02-12 21:56:50,Taco Bell,5,6.94,13
61835,2016-10-06 00:47:26,Pizza Hut,2,82.72,10
86389,2016-06-22 15:29:52,Olymel,7,36.02,18
83489,2019-10-01 22:03:12,Heinz,5,60.54,11
37725,2020-03-29 01:23:11,Cobblestone,3,48.39,11
54774,2016-06-07 18:07:55,Baskin robbins,7,43.06,19
79976,2016-10-22 00:19:36,Applebee's,2,95.58,19
90521,2019-08-14 06:20:56,Baskin robbins,1,27.30,16
95736,2017-08-29 21:38:04,Betty Crocker,8,84.11,3
11116,2016-04-02 12:52:34,Nabisco,7,72.78,6
17352,2017-09-06 20:43:27,KFC,8,47.17,23
11561,2018-08-03 02:29:42,Papadopoulos,2,36.25,25
16695,2017-11-25 19:30:32,Tic Tac,1,40.75,21
44850,2017-10-24 10:05:23,Andy Capp's fries,4,22.19,4
96131,2018-02-05 15:18:56,Andy Capp's fries,9,5.16,2
5693,2018-01-21 10:54:03,Knorr,5,37.18,17
85246,2018-05-26 16:27:21,Heinz,9,3.09,2
12683,2021-10-18 03:07:52,Heinz,6,52.55,25
93281,2016-04-15 05:40:39,Carib Brewery,8,55.04,16
23064,2016-03-23 00:35:17,Taco Bell,6,21.95,5
70048,2021-06-04 21:07:56,Kits,2,35.02,7
18962,2021-07-06 18:17:39,Heinz,2,3.78,8
95370,2018-07-07 22:31:48,Carib Brewery,9,56.82,10
16360,2018-09-22 12:23:11,Wendy's,2,11.73,17
90354,2019-01-02 11:47:22,Subway,3,72.92,14
38006,2019-10-02 09:41:12,Subway,9,41.30,25
11417,2019-09-30 11:40:05,Soprole,4,42.09,19
69273,2016-07-05 06:10:21,Domino,9,17.14,15
84732,2017-05-31 14:20:57,Papadopoulos,1,86.17,26
6804,2020-03-13 18:51:29,Subway,1,82.70,19
91585,2020-11-05 14:16:47,Subway,4,24.33,22
36194,2020-09-17 05:46:01,Tic Tac,1,17.71,17
67808,2019-01-22 05:10:35,Applebee's,3,41.67,3
44879,2016-08-03 10:29:36,Kinder,6,36.54,20
16594,2020-10-18 11:24:33,Bel Group,5,99.84,18
27264,2020-12-20 02:08:58,Wonder Bread,6,45.67,23
98480,2021-09-14 12:14:19,Bel Group,4,75.16,28
25519,2019-10-30 14:02:24,Tic Tac,9,82.60,10
52375,2017-10-18 12:02:48,M&M Food Market,1,32.50,6
44914,2017-01-19 15:43:41,Olymel,3,28.08,9
91375,2020-03-06 18:50:22,Sun-Pat,3,6.71,4
40536,2020-06-21 19:20:17,Andy Capp's fries,4,51.41,21
25552,2016-03-24 05:56:32,Kits,9,88.34,7
61068,2020-04-18 17:17:24,Magnum,5,70.65,6
38192,2021-09-03 13:22:48,Doritos,4,34.42,1
78103,2020-06-06 19:21:03,Tic Tac,5,86.29,9
65088,2018-01-13 16:29:30,Andy Capp's fries,1,53.91,14
21029,2020-03-21 19:12:20,Subway,5,85.13,25
72164,2019-10-08 10:19:26,Tic Tac,8,38.23,16
35673,2019-08-14 09:20:33,Kinder,3,10.87,4
67500,2020-11-20 09:55:47,Kits,9,64.01,22
42746,2019-08-03 16:25:35,Wendy's,9,37.05,19
79772,2019-10-13 06:22:08,M&M Food Market,3,51.64,9
3713,2018-03-10 22:00:11,Starbucks,3,51.51,11
95674,2017-06-07 08:27:07,Bewley's,9,97.74,16
14604,2021-04-20 00:12:20,Kinder,5,5.80,7
75849,2018-05-07 22:41:44,Kits,6,72.22,20
78462,2018-04-21 19:40:41,Taco Bell,3,82.24,11
70448,2017-12-19 17:06:10,Baskin robbins,4,76.65,5
35577,2017-02-23 15:17:36,Taco Bell,3,66.71,3
12537,2016-12-30 17:02:45,Bewley's,1,35.51,23
75304,2020-04-12 17:24:30,Burger King,6,88.52,18
70691,2021-02-12 01:04:21,M&M Food Market,7,55.05,4
29962,2019-09-18 02:10:16,Papadopoulos,6,72.33,13
8532,2016-01-20 05:50:24,Sun-Pat,4,29.77,6
92233,2018-04-07 02:06:21,Bel Group,1,67.67,6
6198,2019-01-13 06:22:29,Baskin robbins,6,61.13,28
83540,2021-06-07 12:05:31,Doritos,6,21.65,21
18512,2018-06-24 17:50:12,Nutella,5,99.80,1
43444,2021-06-02 00:09:22,LEonidas,7,86.35,9
1144,2020-10-08 03:46:21,Wendy's,8,4.55,19
63249,2021-05-03 00:56:00,Sun-Pat,7,42.15,17
62458,2019-09-12 18:06:32,Nutella,8,39.71,28
96366,2020-06-23 19:21:43,Pizza Hut,3,96.49,7
7875,2018-10-18 10:07:23,Papadopoulos,9,10.14,21
81301,2017-11-19 16:45:39,Pizza Hut,1,3.22,13
12839,2018-09-04 07:34:41,Tic Tac,1,65.21,18
35476,2020-08-19 21:55:30,Dr. Oetker,2,66.71,1
2676,2020-09-22 05:57:09,Dunkin' Donuts,1,8.69,10
36689,2017-08-01 16:03:05,Sun-Pat,2,85.41,15
46809,2017-06-28 19:30:23,Kinder,4,76.24,15
19535,2018-01-18 06:11:25,Cobblestone,2,34.41,2
82206,2021-11-23 21:51:16,Carib Brewery,1,86.84,26
98321,2017-12-27 05:11:33,Betty Crocker,9,72.57,4
24700,2017-09-12 18:10:09,Wendy's,9,54.61,22
40457,2020-12-08 09:21:41,Cheetos,3,99.24,9
97828,2019-03-22 21:20:31,Knorr,1,11.62,19
38870,2018-12-23 17:16:48,Papadopoulos,2,77.69,8
11695,2019-01-22 05:04:29,Dr. Oetker,9,88.48,3
46921,2021-08-02 10:15:09,Doritos,4,48.63,9
90905,2021-03-01 20:56:23,Starbucks,1,17.52,5
29213,2019-02-12 06:58:12,Domino,3,85.83,11
94875,2017-04-22 13:31:11,Burger King,1,49.11,4
17251,2020-03-16 03:22:20,Nabisco,6,29.66,18
6979,2020-06-03 08:18:48,KFC,6,48.05,20
39423,2019-01-27 14:14:21,Doritos,3,38.75,27
85886,2019-08-06 00:23:00,LEonidas,4,90.63,28
84477,2016-02-28 04:13:19,Red Lobster,8,29.70,8
78717,2019-04-27 09:24:43,Dunkin' Donuts,1,89.01,19
96864,2017-06-15 12:42:44,Domino,7,95.30,7
55054,2020-06-02 19:05:50,Lavazza,4,41.91,5
82344,2021-10-20 15:29:10,Secret Recipe,2,62.64,11
49642,2018-12-22 20:57:00,M&M Food Market,5,46.47,25
49301,2021-05-11 22:27:42,Kinder,7,34.55,11
30670,2020-01-13 22:50:49,Applebee's,6,4.54,13
27089,2016-07-26 07:56:44,Kinder,8,86.08,8
85816,2021-04-05 21:02:40,Nutella,1,21.76,4
57473,2021-01-29 01:15:03,Magnum,5,5.13,1
2215,2018-10-22 20:01:36,Wonder Bread,6,3.70,19
18564,2021-02-16 05:17:31,Wonder Bread,7,93.16,26
97773,2018-04-18 05:24:52,Wonder Bread,1,5.88,27
51531,2020-11-14 16:04:14,Pizza Hut,9,90.42,9
32263,2021-11-08 11:05:56,Doritos,6,75.73,19
6028,2019-07-27 19:12:02,Sun-Pat,2,50.12,6
35607,2019-04-30 03:45:09,Lavazza,2,19.05,5
43418,2021-01-14 11:52:35,Applebee's,9,17.45,6
79283,2017-09-21 06:13:52,Nutella,9,52.02,18
17090,2018-11-21 17:12:55,Bewley's,8,72.93,17
56275,2018-08-03 15:35:13,Red Lobster,1,98.59,2
72496,2016-05-19 00:55:24,Kits,3,89.86,8
40086,2019-09-29 03:25:57,KFC,1,29.94,24
13682,2017-01-28 05:50:36,Lavazza,6,70.00,20
80818,2021-10-13 20:57:53,Nesquik,5,83.79,25
48964,2021-09-15 19:39:12,Nutella,3,27.61,8
13094,2020-10-28 00:43:54,Taco Bell,8,19.31,2
46762,2019-05-24 20:10:26,Burger King,7,18.52,25
49054,2017-06-20 11:03:21,Dr. Oetker,4,55.64,20
7119,2017-12-20 01:42:33,Applebee's,9,18.04,11
26038,2017-08-19 11:43:24,Nutella,1,67.22,23
21209,2016-09-22 16:43:47,Tic Tac,3,96.36,22
21324,2017-10-17 12:36:00,Baskin robbins,5,17.59,13
47969,2019-04-09 02:10:37,Red Lobster,7,75.64,13
8849,2019-12-04 07:50:29,KFC,6,35.92,20
66372,2021-10-03 18:17:09,KFC,7,88.72,9
41993,2021-07-02 01:45:18,Dunkin' Donuts,1,56.09,17
14115,2019-06-02 07:53:40,Taco Bell,9,67.12,2
53185,2016-11-26 05:53:47,McDonald's,7,82.00,20
46811,2021-01-22 00:21:02,Dr. Oetker,6,55.53,24
92937,2016-03-30 05:20:33,Carib Brewery,6,88.60,18
96154,2016-06-11 17:39:44,Bel Group,7,17.96,23
89606,2017-02-17 12:24:07,Subway,6,96.85,15
94584,2018-08-07 02:16:08,Cheetos,9,88.33,21
84993,2021-02-18 04:23:42,Pizza Hut,1,36.59,23
44786,2018-07-25 13:42:56,Bewley's,5,82.20,9
53058,2020-02-03 00:04:39,Papadopoulos,9,49.52,8
35559,2020-11-12 18:14:57,Kinder,9,16.69,21
18991,2017-03-07 08:04:05,McDonald's,8,41.32,12
98978,2016-07-20 15:02:11,Dr. Oetker,8,14.72,6
44681,2019-08-20 19:19:25,Sun-Pat,6,34.75,26
75351,2018-01-29 02:27:06,Cobblestone,3,95.98,5
66918,2019-03-21 03:07:16,Bel Group,2,78.04,23
19210,2021-02-05 09:29:17,LEonidas,4,5.63,14
90370,2019-01-27 14:24:38,Dunkin' Donuts,9,21.93,25
82824,2021-04-11 03:33:31,Starbucks,5,70.03,6
47287,2020-12-01 06:56:43,Starbucks,9,62.17,16
95371,2017-09-20 07:30:15,Baskin robbins,9,74.47,19
28747,2021-08-24 19:11:58,Subway,7,84.96,12
11121,2019-12-29 00:26:00,Kits,3,69.66,22
70208,2018-02-20 00:23:53,Papadopoulos,6,61.31,11
99400,2020-04-07 04:22:53,Papadopoulos,9,11.96,13
16801,2016-08-08 14:45:25,Subway,3,85.51,6
90917,2017-04-03 01:42:55,Nutella,9,44.27,13
71503,2016-09-09 11:34:24,Pizza Hut,5,62.55,14
8544,2016-11-08 16:12:35,M&M Food Market,7,26.95,18
25397,2020-04-12 02:08:28,Heinz,6,50.43,28
58315,2019-04-15 18:30:43,Kinder,6,7.36,2
81940,2020-01-01 06:01:06,Betty Crocker,5,85.11,10
20842,2020-01-23 11:37:11,Applebee's,1,39.10,18
73751,2021-09-22 03:33:53,Papadopoulos,3,22.47,16
2125,2019-11-25 20:53:48,LEonidas,4,8.02,21
30049,2020-09-02 08:05:46,Starbucks,1,19.31,21
2949,2017-03-22 21:43:19,Knorr,5,73.11,17
44258,2017-09-03 08:33:20,Taco Bell,8,58.81,18
56931,2021-08-27 08:23:19,KFC,6,10.78,1
44900,2016-11-15 20:43:31,Magnum,7,15.57,28
7495,2020-02-12 21:26:16,Wendy's,4,80.74,7
9465,2018-12-13 08:40:10,Kits,8,56.40,11
25734,2018-06-29 21:05:08,Subway,4,64.02,15
83527,2019-12-15 00:50:33,Tic Tac,1,90.10,10
53131,2020-09-18 07:32:55,KFC,8,21.55,14
94823,2016-11-14 16:11:42,Dunkin' Donuts,7,85.29,28
61857,2020-08-20 17:12:24,Burger King,5,51.11,9
6754,2021-08-15 10:05:50,Domino,1,39.15,6
50305,2017-02-21 01:32:34,Doritos,9,80.12,26
11751,2016-11-24 13:07:41,Bewley's,1,13.13,15
45111,2017-09-12 01:14:24,Applebee's,7,64.34,8
56166,2018-03-19 15:05:28,Burger King,7,23.62,21
48227,2020-02-17 08:11:12,Nutella,4,33.37,4
43345,2021-09-17 05:38:44,Red Lobster,1,84.13,17
98466,2017-10-07 10:51:21,Bewley's,5,51.63,8
4728,2020-10-09 11:24:02,Bewley's,9,88.03,15
65734,2018-04-06 05:14:49,M&M Food Market,2,6.34,8
31800,2021-02-16 01:02:43,Olymel,3,51.82,14
44952,2020-12-10 15:05:04,Sun-Pat,5,82.60,1
29890,2017-05-02 18:37:55,M&M Food Market,1,23.02,22
60722,2018-06-24 03:20:57,Dr. Oetker,7,47.68,25
50726,2018-06-22 01:33:03,Magnum,7,18.16,7
12950,2017-10-30 10:20:58,Carib Brewery,1,45.09,4
14895,2016-03-05 10:03:51,Kinder,7,34.11,26
89164,2016-01-23 03:44:29,Tic Tac,2,24.56,4
90407,2021-02-26 01:47:38,Secret Recipe,9,82.36,25
11208,2017-09-03 08:32:42,Cheetos,9,99.69,2
15189,2018-03-12 01:15:19,Nesquik,2,69.83,4
91257,2020-12-04 20:57:13,Subway,9,66.40,17
5089,2021-01-18 22:13:47,M&M Food Market,6,59.02,1
92574,2017-01-28 12:30:57,Papadopoulos,8,78.47,16
12938,2017-09-26 22:14:57,Subway,4,39.31,13
49634,2017-09-18 13:07:58,Subway,4,81.46,21
46773,2019-06-22 15:47:11,Soprole,3,36.99,20
44837,2017-03-01 03:51:26,Bewley's,8,71.24,15
21427,2017-07-28 06:33:31,Dunkin' Donuts,6,42.51,20
12988,2016-01-24 07:45:04,Papadopoulos,6,19.05,7
97128,2016-04-04 08:36:00,Secret Recipe,2,72.66,8
42604,2020-02-29 12:55:30,Red Lobster,3,10.25,16
13994,2021-04-07 19:18:34,Burger King,8,42.78,26
12670,2020-01-28 14:00:32,Dr. Oetker,8,65.55,7
52306,2021-03-14 16:16:15,Burger King,5,39.24,25
22097,2019-03-07 21:29:06,Carib Brewery,2,7.03,17
42025,2020-03-08 21:44:07,Soprole,1,56.37,10
31532,2019-12-24 12:01:02,Bel Group,2,56.04,5
98238,2018-12-16 03:53:41,LEonidas,7,15.88,14
95220,2020-11-25 13:58:49,Magnum,9,98.13,15
36377,2021-04-16 22:53:33,Taco Bell,1,89.46,25
92638,2019-11-07 00:51:35,Nutella,5,4.04,16
95840,2021-06-19 15:53:23,Cheetos,1,55.18,7
31208,2017-01-08 09:30:47,Carib Brewery,5,27.32,5
57511,2021-03-05 15:01:32,Secret Recipe,8,73.38,26
26868,2021-06-02 21:34:34,Burger King,3,11.49,3
47816,2018-10-04 16:14:33,Bewley's,3,49.07,15
41964,2017-09-21 16:51:58,Carib Brewery,3,64.34,3
66017,2018-01-07 03:15:56,Pizza Hut,3,83.93,11
85999,2018-05-23 17:13:40,Nesquik,2,43.45,23
7925,2017-12-25 14:52:29,Vitta Foods,2,7.59,14
18113,2019-06-23 17:23:25,Baskin robbins,3,45.27,5
51899,2018-05-01 12:41:38,Wendy's,5,48.18,25
91983,2020-12-23 04:32:01,Cobblestone,7,28.76,28
18298,2017-02-02 05:26:11,Subway,6,36.78,16
79288,2020-04-05 03:17:16,Andy Capp's fries,8,94.22,14
44149,2020-05-26 19:42:33,Cobblestone,4,20.36,4
44450,2016-04-03 15:16:58,Cobblestone,2,11.50,11
35537,2017-01-21 15:36:05,Red Lobster,7,88.26,10
53601,2020-06-06 00:15:32,Burger King,3,52.86,25
86080,2018-10-11 22:39:07,Bewley's,1,85.29,27
52065,2020-02-06 10:50:08,Bel Group,1,25.62,11
63071,2019-02-16 21:01:34,Doritos,1,41.72,16
2123,2019-10-31 05:37:30,Starbucks,2,99.49,10
16420,2021-01-15 13:18:49,Knorr,3,19.12,9
36841,2016-06-15 20:29:14,Cobblestone,5,96.08,13
74405,2019-10-04 02:43:55,Tic Tac,5,79.33,8
6934,2016-05-30 16:17:13,Betty Crocker,9,61.17,21
38116,2020-11-13 06:25:12,KFC,7,73.39,6
33894,2017-05-22 20:04:35,Papadopoulos,7,85.36,28
37391,2019-01-31 19:50:14,Subway,4,59.27,14
39258,2021-07-19 17:20:03,Nutella,4,70.52,1
10544,2020-05-27 08:08:55,Magnum,2,67.69,20
5505,2016-07-15 05:12:22,Knorr,9,43.17,26
59987,2017-02-11 10:55:47,Wonder Bread,5,57.00,20
17587,2016-03-05 07:21:51,Sun-Pat,2,70.91,12
13878,2019-12-13 20:34:24,Secret Recipe,7,57.95,6
94265,2021-06-30 11:36:24,Nutella,3,46.33,16
37550,2019-07-15 15:00:31,Wendy's,7,88.33,22
72622,2017-08-18 11:45:46,KFC,3,87.51,15
69803,2021-04-04 13:47:43,Nabisco,5,71.94,28
33337,2019-12-29 08:22:02,Papadopoulos,1,87.03,12
53375,2020-11-06 05:12:28,Andy Capp's fries,4,75.83,14
60962,2018-07-05 21:49:49,Cheetos,9,85.27,9
50585,2016-05-06 21:22:25,Kinder,9,13.71,7
92111,2018-07-16 19:06:57,Tic Tac,6,40.31,3
80892,2020-07-11 20:27:21,Nutella,7,52.53,16
53940,2016-11-23 13:44:53,Cheetos,8,85.76,13
74853,2017-11-17 00:34:33,Olymel,6,82.85,28
81925,2019-07-24 12:11:28,Bewley's,2,48.00,15
31748,2018-05-19 13:08:42,Betty Crocker,8,9.20,15
98762,2020-10-14 14:52:19,McDonald's,7,30.88,6
31295,2021-05-23 15:33:44,KFC,6,40.25,5
29159,2018-06-15 19:14:07,Lavazza,7,88.86,23
35004,2019-01-25 14:20:57,Wendy's,9,65.87,28
1042,2021-04-28 13:48:13,Wonder Bread,7,2.39,22
15909,2018-08-07 18:02:13,LEonidas,9,38.76,28
74723,2021-01-19 09:05:49,Heinz,3,31.58,21
95116,2021-10-05 11:15:09,Pizza Hut,8,2.01,21
60177,2020-05-21 11:05:38,Nutella,7,58.12,12
4714,2019-08-07 20:52:14,Baskin robbins,5,48.98,13
11308,2018-08-11 09:38:49,Olymel,9,56.86,24
73696,2021-09-07 08:02:22,Wendy's,4,33.44,27
9378,2020-03-31 03:10:41,Lavazza,1,63.00,1
89963,2018-02-13 00:34:36,Dr. Oetker,3,82.25,14
98104,2016-11-22 16:17:39,Carib Brewery,3,83.50,8
77414,2016-12-14 00:03:20,Pizza Hut,3,25.94,14
8974,2017-10-10 12:50:55,Pizza Hut,9,76.41,7
67934,2019-04-04 01:57:56,KFC,1,88.49,18
9199,2017-07-14 02:44:14,Bewley's,3,96.23,7
88965,2016-07-12 20:45:22,Andy Capp's fries,6,85.34,9
14327,2018-12-15 09:16:33,Nabisco,1,6.09,12
37746,2018-04-14 16:19:23,Magnum,2,78.59,6
5412,2021-10-08 11:11:20,M&M Food Market,7,31.58,8
32993,2016-12-15 12:11:29,LEonidas,8,83.18,1
64596,2017-09-09 19:48:50,McDonald's,4,55.35,16
50004,2020-11-25 05:08:15,Dr. Oetker,9,24.93,28
54630,2020-09-20 10:48:05,Red Lobster,8,54.82,24
97684,2018-01-25 13:33:33,Betty Crocker,1,70.31,24
24055,2016-10-10 21:01:46,McDonald's,9,39.94,10
60760,2019-08-25 20:11:28,Knorr,8,6.72,19
64846,2020-11-05 16:31:34,Baskin robbins,3,68.58,14
6156,2017-08-31 20:05:44,Wonder Bread,8,43.03,17
30678,2018-10-30 13:29:12,Lavazza,5,41.07,21
92596,2016-05-12 22:39:11,Wonder Bread,4,40.42,18
26812,2017-05-10 18:26:16,Cobblestone,7,80.43,3
97892,2018-05-27 00:07:20,Dr. Oetker,3,24.31,7
69592,2020-12-09 13:51:33,Applebee's,3,24.90,10
99798,2018-10-16 22:24:19,Kits,7,15.20,26
65025,2019-11-15 21:00:43,Papadopoulos,1,84.31,1
18988,2017-02-08 01:11:55,Burger King,6,91.87,9
1912,2018-11-02 20:05:04,McDonald's,4,60.78,8
48170,2016-07-18 00:24:34,Kinder,8,59.13,2
93260,2018-10-18 21:51:09,Magnum,4,79.46,26
44209,2020-08-02 06:54:52,Dr. Oetker,7,85.92,7
11545,2018-09-29 01:01:32,Carib Brewery,2,65.61,26
55028,2016-04-09 17:48:21,Papadopoulos,6,3.93,8
11664,2019-09-02 02:51:49,Doritos,8,11.52,12
28168,2016-02-24 15:53:55,Cheetos,4,88.32,2
64090,2020-06-06 04:33:21,Pizza Hut,9,44.55,10
60803,2020-06-11 21:38:07,Cheetos,4,18.18,24
26624,2016-06-17 02:11:37,Papadopoulos,4,87.87,25
